target,target_freq,relatum,relatum_freq,pos,relation,g_square,g_pvalue,order,order_pvalue,distance,relatum_is
method,46441,discipline,14260,NOUN,HYP-HPO,472.4741435050965,0.0,0.0297872340425531,3.622271631530685e-71,17.238297872340425,HPO
system,196379,discipline,14260,NOUN,HYP-HPO,181.95844054222107,0.0,0.096045197740113,5.450188595210433e-107,25.968926553672315,HPO
work,164423,masterpiece,2677,NOUN,HYP-HPO,210.83931577205652,0.0,0.0952380952380952,2.350988701644575e-38,23.22222222222222,HPO
product,77054,masterpiece,2677,NOUN,HYP-HPO,0.0362069606781005,0.8490887320220375,0.6363636363636364,0.0009765625,40.81818181818182,HPO
production,43077,masterpiece,2677,NOUN,HYP-HPO,8.094400763511658,0.004440221641795,0.0666666666666666,6.103515625e-05,16.4,HPO
grandmother,11722,grandma,4330,NOUN,SYN,577.2664799690247,0.0,0.074074074074074,6.162975822039155e-33,20.89814814814815,SYN
grandma,4330,granny,1399,NOUN,SYN,35.182857513427734,3.001540904712385e-09,-0.5,0.0078125,29.625,SYN
grandmother,11722,granny,1399,NOUN,SYN,144.27711379528046,0.0,0.4482758620689655,3.725290298461914e-09,20.96551724137931,SYN
document,25927,charter,6248,NOUN,HYP-HPO,201.9868792295456,0.0,-0.2658227848101265,3.3087224502121114e-24,20.16455696202532,HPO
writing,21456,charter,6248,NOUN,HYP-HPO,0.9910829067230223,0.3194778465967918,-0.0,0.0625,26.2,HPO
analysis,50733,investigation,20794,NOUN,HYP-HPO,509.73185074329376,0.0,-0.180327868852459,3.068183415811079e-92,19.87540983606557,HYP
work,164423,analysis,50733,NOUN,HYP-HPO,277.99739813804626,0.0,0.0034364261168384,3.1757315306547503e-263,23.49599083619702,HPO
stand,104254,remain,70156,VERB,HYP-HPO,0.2875199317932129,0.5918142171336376,-0.0099502487562189,1.9362959574246591e-121,27.912935323383085,HYP
move,132869,career,132,VERB,HYP-HPO,2.6635833978652954,0.1026691990784667,0.0,0.25,28.666666666666668,HPO
person,131990,villager,2808,NOUN,HYP-HPO,0.0003262758255004,0.985588509694266,-0.4285714285714285,9.5367431640625e-07,23.52380952380953,HPO
individual,47755,villager,2808,NOUN,HYP-HPO,0.3509712219238281,0.5535638591629242,-0.0,0.03125,31.666666666666668,HPO
soul,27280,villager,2808,NOUN,HYP-HPO,1.39587664604187,0.2374151762883237,-0.0,0.015625,10.714285714285714,HPO
inhabitant,4109,villager,2808,NOUN,HYP-HPO,7.8310781717300415,0.0051355457366876,0.0,0.125,11.25,HPO
villager,2808,dweller,1295,NOUN,HYP-HPO,16.18604588508606,5.7415501299784566e-05,0.0,0.125,4.0,HYP
bend,10132,curl,2001,VERB,HYP-HPO,49.60292005538941,1.882383138251953e-12,0.6,6.103515625e-05,13.733333333333333,HPO
paper,72185,medium,5215,NOUN,HYP-HPO,182.55957996845245,0.0,0.1743119266055046,3.0814879110195774e-33,19.69724770642202,HYP
paper,72185,instrumentation,872,NOUN,HYP-HPO,0.0911321640014648,0.76274274762574,0.0,0.25,13.333333333333334,HYP
paper,72185,page,71593,NOUN,HOL-MER,1918.9792119264605,0.0,-0.0053557765876052,0.0,17.504208110175977,HOL
access,38294,doorway,6634,NOUN,HYP-HPO,0.8474695682525635,0.3572691715987773,-0.4545454545454545,0.0009765625,20.727272727272727,HPO
approach,50011,doorway,6634,NOUN,HYP-HPO,14.277676463127136,0.0001577243754014,-0.0,0.0625,10.6,HPO
entrance,10450,doorway,6634,NOUN,HYP-HPO,296.1394678354264,0.0,0.1351351351351351,1.0587911840678754e-22,17.905405405405407,HPO
door,106131,approach,50011,NOUN,HYP-HPO,121.25561499595642,0.0,-0.1755725190839694,7.346839692639297e-40,25.34351145038168,HYP
door,106131,entrance,10450,NOUN,HYP-HPO,2060.246055483818,0.0,-0.1143695014662756,9.967194951097568e-206,16.521994134897362,HYP
wall,66338,doorway,6634,NOUN,HOL-MER,484.9787095785141,0.0,0.0753768844221105,2.4892061111444567e-60,16.231155778894472,MER
door,106131,wall,66338,NOUN,HOL-MER,4365.22847533226,0.0,0.0317253368100825,0.0,30.345067362016515,HOL
need,67026,requirement,22656,NOUN,HYP-HPO,619.1183016300201,0.0,0.0521091811414392,9.681479787123296e-122,22.61786600496277,HYP
alter,10074,flatten,1824,VERB,HYP-HPO,0.0013411045074462,0.9707871244295744,-0.0,1.0,3.0,HPO
shape,8497,flatten,1824,VERB,HYP-HPO,25.75297081470489,3.880292649416362e-07,0.1111111111111111,0.00390625,17.88888888888889,HPO
form,33906,flatten,1824,VERB,HYP-HPO,63.77618312835693,1.4432899320127037e-15,0.037037037037037,1.4901161193847656e-08,6.703703703703703,HPO
assessment,22417,evaluation,14193,NOUN,HYP-HPO,4512.282681822777,0.0,0.213653603034134,1.5356895374291261e-238,17.43109987357775,HPO
assessment,22417,valuation,1751,NOUN,HYP-HPO,128.293363571167,0.0,0.0857142857142857,5.820766091346741e-11,13.285714285714286,HPO
assessment,22417,rating,13575,NOUN,HYP-HPO,322.69214165210724,0.0,0.0074074074074074,4.591774807899561e-41,23.348148148148148,HPO
evaluation,14193,valuation,1751,NOUN,SYN,3.193244218826294,0.0739431317136455,0.0,0.125,18.75,SYN
rating,13575,valuation,1751,NOUN,SYN,0.0955152511596679,0.7572793716583442,0.0,1.0,51.0,SYN
pheasant,801,peacock,603,NOUN,HYP-HPO,63.87179410457611,1.3322676295501878e-15,0.0,0.015625,2.857142857142857,HPO
business,145869,goal,60167,NOUN,HYP-HPO,372.2104882001877,0.0,-0.0051072522982635,3.914391328142525e-295,17.979570990806945,HYP
business,145869,end,128351,NOUN,HYP-HPO,53.47105419635773,2.62456723021387e-13,0.0330514988470407,0.0,24.06456571867794,HYP
business,145869,aim,6661,NOUN,HYP-HPO,0.3109939098358154,0.5770709220712282,-0.4576271186440678,3.469446951953614e-18,20.35593220338983,HYP
business,145869,object,37642,NOUN,HYP-HPO,129.83546590805054,0.0,0.1578947368421052,1.8367099231598238e-40,20.81203007518797,HYP
business,145869,objective,10452,NOUN,HYP-HPO,321.1175501346588,0.0,0.2281879194630872,3.9272747722381804e-90,40.43624161073826,HYP
business,145869,target,27903,NOUN,HYP-HPO,41.17770779132843,1.3899881246004495e-10,0.075075075075075,1.142987391282275e-100,23.07507507507508,HYP
message,44786,sanction,6003,NOUN,HYP-HPO,0.0934540033340454,0.7598311885545475,-0.2857142857142857,0.0001220703125,18.285714285714285,HPO
content,20141,sanction,6003,NOUN,HYP-HPO,4.743526101112366,0.0294087355738841,-0.0,0.5,34.0,HPO
state,214289,comfort,9050,NOUN,HYP-HPO,23.558895349502563,1.2114805018059729e-06,0.2063492063492063,2.1684043449710093e-19,31.476190476190474,HPO
condition,61617,comfort,9050,NOUN,HYP-HPO,23.139092683792114,1.5069557771640874e-06,-0.1612903225806451,4.33680868994202e-19,20.080645161290324,HPO
light,48653,fluorescence,382,NOUN,HYP-HPO,22.956383228302,1.6571901103601403e-06,0.3333333333333333,0.00390625,10.11111111111111,HPO
device,34227,noisemaker,78,NOUN,HYP-HPO,2.095940470695496,0.147690806391174,0.0,1.0,13.0,HPO
traveler,6430,commuter,2084,NOUN,HYP-HPO,49.55953323841095,1.9244605908852463e-12,-0.3846153846153846,0.000244140625,8.461538461538462,HPO
passenger,13368,commuter,2084,NOUN,HYP-HPO,359.2371128797531,0.0,-0.2615384615384615,5.421010862427522e-20,36.63076923076923,HPO
examine,29746,inspect,3662,VERB,HYP-HPO,71.405348777771,0.0,-0.027027027027027,1.4551915228366852e-11,33.054054054054056,HPO
diamond,8236,jewel,3094,NOUN,HYP-HPO,504.8929215669632,0.0,0.0975609756097561,4.1359030627651375e-25,16.597560975609756,HYP
device,34227,contraceptive,966,NOUN,HYP-HPO,14.107781529426576,0.0001726281581383,-0.7777777777777778,0.00390625,31.88888888888889,HPO
chemical,8712,alkali,167,NOUN,HYP-HPO,3.16870653629303,0.0750618704417551,-0.0,1.0,2.0,HPO
atom,5694,radical,2196,NOUN,HYP-HPO,102.18123877048492,0.0,-0.238095238095238,9.5367431640625e-07,17.047619047619047,HPO
substance,15413,radical,2196,NOUN,HYP-HPO,48.70820200443268,2.9701796577796813e-12,0.5555555555555556,7.62939453125e-06,12.833333333333334,HPO
shape,29927,disk,8061,NOUN,HYP-HPO,126.9607183933258,0.0,0.1780821917808219,2.117582368135752e-22,10.36986301369863,HPO
form,76028,disk,8061,NOUN,HYP-HPO,9.33838987350464,0.0022440260228465,0.3703703703703703,1.1102230246251563e-16,15.166666666666666,HPO
kick,3492,kickoff,833,NOUN,HYP-HPO,133.90435421466827,0.0,-0.3333333333333333,7.62939453125e-06,24.72222222222222,HPO
beginning,28824,kickoff,833,NOUN,HYP-HPO,0.1026109457015991,0.7487186133282149,-0.0,1.0,28.0,HPO
condition,61617,spell,3885,NOUN,HYP-HPO,2.723307132720948,0.098892924795511,-0.3,1.9073486328125e-06,29.15,HPO
condition,61617,trance,1039,NOUN,HYP-HPO,0.1108789443969726,0.7391456805513114,-0.0,0.25,26.0,HPO
spell,3885,trance,1039,NOUN,SYN,1.4148015975952148,0.2342609332841531,-0.0,1.0,3.0,SYN
supply,9188,equip,6056,VERB,HYP-HPO,17.243163228034973,3.288788558808431e-05,-0.3846153846153846,0.000244140625,19.07692307692308,HPO
provide,144016,equip,6056,VERB,HYP-HPO,216.17443215847013,0.0,-0.0928961748633879,1.6313261169996311e-55,43.63387978142077,HPO
render,9432,equip,6056,VERB,HYP-HPO,6.936683535575867,0.008444554167127,-0.7777777777777778,0.00390625,31.11111111111111,HPO
equip,6056,furnish,1824,VERB,HYP-HPO,8.125530242919922,0.0043646217016071,0.0,0.125,12.0,HYP
condition,61617,confidence,16723,NOUN,HYP-HPO,11.661287903785706,0.0006381414770877,0.0232558139534883,2.5849394142282115e-26,20.25581395348837,HPO
fear,14816,dread,1496,VERB,SYN,84.97467648983002,0.0,0.0,4.76837158203125e-07,16.045454545454547,SYN
sleep,26596,hibernate,255,VERB,HYP-HPO,27.62809121608734,1.4702793871279598e-07,-0.0,0.015625,12.0,HPO
district,37482,quarter,24823,NOUN,HYP-HPO,54.01551043987274,1.9895196601282805e-13,0.0526315789473684,9.62964972193618e-35,21.903508771929825,HPO
quarter,24823,territory,14479,NOUN,HYP-HPO,25.634044289588928,4.126937512838325e-07,0.2765957446808511,1.4210854715202004e-14,23.46808510638298,HYP
operate,24109,dial,2514,VERB,HYP-HPO,0.0540897846221923,0.816093689361371,-0.0,0.25,20.666666666666668,HPO
control,33374,dial,2514,VERB,HYP-HPO,0.0145566463470458,0.9039675289964768,-0.0,0.0625,7.2,HPO
victim,29171,organism,6897,NOUN,HYP-HPO,3.0603597164154053,0.0802239074800593,0.0,0.03125,23.0,HYP
cause,32088,victim,29171,NOUN,HYP-HPO,89.420490026474,0.0,0.1555555555555555,4.591774807899561e-41,24.362962962962964,HPO
gun,38855,pistol,4597,NOUN,HYP-HPO,1897.741831064224,0.0,0.064066852367688,1.703183936003261e-108,24.935933147632312,HPO
pistol,4597,firearm,3991,NOUN,HYP-HPO,1035.876263380051,0.0,0.0526315789473684,1.8367099231598238e-40,142.77443609022558,HYP
piece,67646,pistol,4597,NOUN,HYP-HPO,3.5542927980422974,0.0593916111635276,0.0769230769230769,2.9802322387695312e-08,145.1153846153846,HPO
map,25097,representation,11905,NOUN,HYP-HPO,306.3495442867279,0.0,0.1846153846153846,1.4693679385278594e-39,14.8,HYP
map,25097,creation,20118,NOUN,HYP-HPO,5.592576384544373,0.018036748153537,-0.0476190476190476,4.547473508864641e-13,25.09523809523809,HYP
preacher,3754,clergyman,583,NOUN,HYP-HPO,20.09803879261017,7.357208068659027e-06,0.0,0.125,18.25,HYP
flow,17647,flood,6947,NOUN,HYP-HPO,302.201565861702,0.0,0.1428571428571428,8.077935669463161e-28,27.98901098901099,HPO
stream,16365,flood,6947,NOUN,HYP-HPO,314.9717947244644,0.0,-0.0549450549450549,8.077935669463161e-28,19.05494505494505,HPO
movement,54978,flood,6947,NOUN,HYP-HPO,0.1154700517654419,0.7340004858346575,-0.1,1.9073486328125e-06,23.0,HPO
outside,11049,outdoors,1256,ADV,SYN,18.26418519020081,1.9228863026299337e-05,0.0,0.015625,37.57142857142857,SYN
touch,25831,cling,4050,VERB,HYP-HPO,11.738675951957704,0.000612145575347,0.125,3.0517578125e-05,57.4375,HPO
tool,38266,pitchfork,283,NOUN,HYP-HPO,21.504737377166748,3.5295564153603465e-06,-0.0,0.015625,13.428571428571429,HPO
agreement,28679,characteristic,16825,NOUN,HYP-HPO,5.23746132850647,0.0221055089709359,0.1,1.8189894035458565e-12,35.6,HYP
characteristic,16825,correspondence,3550,NOUN,HYP-HPO,6.429094433784485,0.0112265803192308,-0.1111111111111111,0.00390625,10.22222222222222,HPO
agreement,28679,correspondence,3550,NOUN,SYN,6.736203193664551,0.0094475487941529,-0.5384615384615384,0.000244140625,23.76923076923077,SYN
fruit,22766,berry,3325,NOUN,HYP-HPO,3132.052202820778,0.0,0.068235294117647,2.308244654446434e-128,15.84235294117647,HPO
tool,38266,hammer,4857,NOUN,HYP-HPO,731.6974556446075,0.0,0.2834224598930481,1.0195788231247697e-56,16.053475935828878,HPO
laugh,42151,snicker,376,VERB,HYP-HPO,45.77537548542023,1.3262058118357343e-11,-0.3846153846153846,0.000244140625,17.23076923076923,HPO
resultant,849,consequent,775,ADJ,SYN,4.662943840026856,0.03082030593508,0.0,1.0,64.0,SYN
state,214289,danger,19572,NOUN,HYP-HPO,135.05608677864075,0.0,-0.0206896551724137,2.2541451703578456e-131,24.655172413793103,HPO
condition,61617,danger,19572,NOUN,HYP-HPO,91.94294452667236,0.0,0.0559006211180124,6.842277657836021e-49,23.633540372670808,HPO
act,37139,swell,2107,VERB,HYP-HPO,1.6670424938201904,0.1966551367367043,-0.0,0.5,45.0,HPO
sheep,6630,herd,4564,NOUN,HOL-MER,1027.1403025388718,0.0,-0.2244897959183673,1.1210387714598537e-44,10.108843537414966,HOL
search,18353,fish,2763,VERB,HYP-HPO,0.4027622938156128,0.525666130407839,-0.0,0.125,13.75,HPO
seek,49968,fish,2763,VERB,HYP-HPO,3.8658641576766968,0.0492778111644137,-0.0,0.25,16.0,HPO
skin,40838,hide,334,NOUN,SYN,61.250781536102295,4.996003610813205e-15,-0.0666666666666666,6.103515625e-05,9.533333333333331,SYN
flower,22817,bloom,2755,NOUN,SYN,3201.844631791115,0.0,0.2337349397590361,2.3636425261531484e-125,15.16144578313253,SYN
flower,22817,blossom,2861,NOUN,SYN,2752.440833806992,0.0,0.2204301075268817,2.0790819531289803e-112,19.8252688172043,SYN
hold,135109,behave,7716,VERB,HYP-HPO,0.0004538297653198,0.983003726874959,0.1186440677966101,3.469446951953614e-18,54.440677966101696,HPO
move,132869,conduct,24846,VERB,HYP-HPO,46.07190728187561,1.1399103883036332e-11,0.0588235294117647,3.944304526105059e-31,27.294117647058822,HPO
hold,135109,conduct,24846,VERB,HYP-HPO,5.227309942245483,0.0222348952244361,-0.1194968553459119,2.7369110631344083e-48,29.89308176100629,HPO
conduct,24846,behave,7716,VERB,SYN,0.8562761545181274,0.3547828857875169,0.1428571428571428,0.0001220703125,15.214285714285714,SYN
lung,8110,alveolus,52,NOUN,HOL-MER,343.3225042819977,0.0,0.2592592592592592,1.4901161193847656e-08,10.37037037037037,MER
light,48653,flood,6947,NOUN,HYP-HPO,55.939326882362366,7.471800955727306e-14,-0.3,1.734723475976807e-18,11.15,HPO
thinking,15109,reasoning,4514,NOUN,HYP-HPO,442.2189012765885,0.0,0.1546391752577319,1.262177448353619e-29,15.43298969072165,HPO
thought,51247,reasoning,4514,NOUN,HYP-HPO,35.85895073413849,2.121312570046996e-09,-0.05,1.8189894035458565e-12,17.175,HPO
person,131990,witch,4819,NOUN,HYP-HPO,14.615873336791992,0.0001317997052749,-0.2786885245901639,8.673617379884035e-19,20.34426229508197,HPO
individual,47755,witch,4819,NOUN,HYP-HPO,0.0774035453796386,0.7808473772587339,-0.0,0.00048828125,23.166666666666668,HPO
soul,27280,witch,4819,NOUN,HYP-HPO,53.6116247177124,2.4436008771999695e-13,-0.4857142857142857,5.820766091346741e-11,27.542857142857144,HPO
pitcher,7228,southpaw,102,NOUN,HYP-HPO,19.83932995796204,8.423159020054527e-06,0.0,0.25,12.666666666666666,HPO
judge,17916,verify,4379,VERB,HYP-HPO,0.5025579929351807,0.4783783134901852,0.0,0.03125,16.5,HPO
test,25029,verify,4379,VERB,HYP-HPO,93.48617804050446,0.0,0.4418604651162791,2.273736754432321e-13,22.32558139534884,HPO
try,268258,verify,4379,VERB,HYP-HPO,15.066033840179443,0.0001038146145828,0.44,1.5777218104420236e-30,17.63,HPO
project,78538,experiment,19615,NOUN,HYP-HPO,180.7217847108841,0.0,0.1213389121338912,2.263919769706678e-72,18.98326359832636,HPO
task,38435,experiment,19615,NOUN,HYP-HPO,275.3987696170807,0.0,-0.3789473684210526,1.2744735289059618e-57,17.58421052631579,HPO
experiment,19615,venture,7101,NOUN,HYP-HPO,3.889102935791016,0.0486003760410724,-0.1428571428571428,0.0001220703125,22.857142857142858,HYP
clothing,11969,attire,1289,NOUN,HYP-HPO,126.90646660327911,0.0,0.1538461538461538,2.9802322387695312e-08,19.307692307692307,HPO
dress,16951,attire,1289,NOUN,SYN,618.9517685174942,0.0,0.108695652173913,4.0389678347315804e-28,23.717391304347824,SYN
summary,6841,outline,4456,NOUN,HYP-HPO,47.40901279449463,5.761724430897175e-12,0.0588235294117647,1.52587890625e-05,7.0,HPO
statement,41974,outline,4456,NOUN,HYP-HPO,8.027862071990967,0.0046063178805277,0.238095238095238,9.5367431640625e-07,19.23809523809524,HPO
idea,138390,hypothesis,10171,NOUN,HYP-HPO,94.42072093486786,0.0,0.0555555555555555,1.305060893599705e-54,19.83888888888889,HPO
thought,51247,hypothesis,10171,NOUN,HYP-HPO,17.743975281715393,2.5271654595315773e-05,-0.1272727272727272,5.551115123125783e-17,25.509090909090908,HPO
concept,38088,hypothesis,10171,NOUN,HYP-HPO,237.98711037635803,0.0,0.1181102362204724,1.1754943508222875e-38,15.976377952755906,HPO
hypothesis,10171,conception,6565,NOUN,HYP-HPO,27.88049459457397,1.2904411361702728e-07,0.3333333333333333,7.62939453125e-06,19.444444444444443,HYP
idea,138390,possibility,28430,NOUN,HYP-HPO,298.0608730316162,0.0,0.2466539196940726,7.283535870312702e-158,20.82409177820268,HPO
thought,51247,possibility,28430,NOUN,HYP-HPO,118.96057736873628,0.0,0.1758793969849246,2.4892061111444567e-60,20.88442211055276,HPO
concept,38088,possibility,28430,NOUN,HYP-HPO,97.5639989376068,0.0,0.1241830065359477,1.7516230804060211e-46,26.464052287581698,HPO
possibility,28430,conception,6565,NOUN,HYP-HPO,56.23409652709961,6.428191312579656e-14,-0.1627906976744186,2.273736754432321e-13,24.13953488372093,HYP
idea,138390,theory,50087,NOUN,HYP-HPO,1627.6069198846817,0.0,-0.007052186177715,0.0,19.942172073342736,HPO
theory,50087,concept,38088,NOUN,HYP-HPO,2691.7897205352783,0.0,-0.0502008032128514,2.9864435792103004e-300,17.521084337349397,HYP
theory,50087,conception,6565,NOUN,HYP-HPO,763.3208760023117,0.0,0.0,7.24454326306137e-71,27.26923076923077,HYP
possibility,28430,hypothesis,10171,NOUN,SYN,66.53194952011108,3.3306690738754696e-16,0.0847457627118644,3.469446951953614e-18,18.440677966101696,SYN
indicate,37575,reflect,32941,VERB,HYP-HPO,163.55276906490326,0.0,0.0547263681592039,6.223015277861142e-61,21.53731343283582,HPO
point,42570,reflect,32941,VERB,HYP-HPO,5.09195077419281,0.0240371380472339,0.46,1.5777218104420236e-30,28.76,HPO
show,187056,reflect,32941,VERB,HYP-HPO,72.56437849998474,0.0,0.2340425531914893,4.661462957000129e-156,26.13539651837524,HPO
reflect,32941,inform,13458,VERB,HYP-HPO,1.7928012609481812,0.1805852294310979,-0.25,4.656612873077393e-10,22.8125,HYP
animal,53655,colt,566,NOUN,HYP-HPO,2.217180013656616,0.1364821505806563,-0.0,0.125,34.75,HPO
beast,7922,colt,566,NOUN,HYP-HPO,1.2554234266281128,0.2625191545749845,-0.0,1.0,6.0,HPO
creature,16327,colt,566,NOUN,HYP-HPO,0.3454140424728393,0.5567206806814748,0.0,1.0,27.0,HPO
lean,19378,bend,10132,VERB,HYP-HPO,272.2360554933548,0.0,0.0784313725490196,3.944304526105059e-31,13.284313725490197,HYP
bend,10132,tilt,3106,VERB,HYP-HPO,21.70430088043213,3.180773544442239e-06,-0.0909090909090909,0.0009765625,13.454545454545457,HPO
lean,19378,tilt,3106,VERB,SYN,95.78245639801024,0.0,0.1764705882352941,1.1641532182693479e-10,15.323529411764708,SYN
face,52140,lie,44956,VERB,HYP-HPO,102.1208746433258,0.0,-0.1893939393939394,6.747006683667535e-80,20.428030303030305,HYP
create,126816,perform,35296,VERB,HYP-HPO,129.81014251708984,0.0,0.2538631346578366,8.598881417685874e-137,18.11258278145696,HPO
balance,21694,equilibrium,2319,NOUN,HYP-HPO,362.5696702003479,0.0,-0.0909090909090909,1.3234889800848446e-23,13.103896103896105,HYP
situation,67385,balance,21694,NOUN,HYP-HPO,15.008288264274595,0.0001070400259677,-0.0166666666666666,1.504632769052528e-36,21.925,HPO
anger,10677,fit,883,NOUN,HYP-HPO,99.34985411167143,0.0,-0.7894736842105263,3.814697265625e-06,3.5789473684210527,HPO
fall,85434,pounce,938,VERB,HYP-HPO,6.643901109695435,0.0099495827601294,-0.0909090909090909,0.0009765625,9.545454545454543,HPO
travel,31845,pounce,938,VERB,HYP-HPO,0.3276792764663696,0.5670288201296152,0.0,1.0,37.0,HPO
move,132869,pounce,938,VERB,HYP-HPO,2.914361000061035,0.0877941823535826,0.1666666666666666,0.00048828125,11.75,HPO
descend,5084,swoop,1368,VERB,HYP-HPO,6.993969798088074,0.0081784765338488,-0.0,0.25,11.333333333333334,HPO
fall,85434,swoop,1368,VERB,HYP-HPO,19.985084056854248,7.804862485305541e-06,-0.1428571428571428,9.5367431640625e-07,22.142857142857142,HPO
travel,31845,swoop,1368,VERB,HYP-HPO,5.581109881401062,0.0181552134415136,-0.0,0.015625,42.285714285714285,HPO
move,132869,swoop,1368,VERB,HYP-HPO,8.692477226257324,0.003195260580759,-0.1428571428571428,9.5367431640625e-07,12.952380952380953,HPO
swoop,1368,pounce,938,VERB,SYN,24.26502978801728,8.394944299716656e-07,0.0,0.125,4.75,SYN
polish,1904,smoothness,408,NOUN,HYP-HPO,11.380220532417296,0.0007423030373825,0.0,0.5,22.5,HYP
texture,5763,polish,1904,NOUN,HYP-HPO,21.21843957901001,4.098028561383416e-06,0.0,0.015625,37.42857142857143,HPO
settle,20612,descend,5084,VERB,HYP-HPO,15.932559609413149,6.563978551366034e-05,-0.5555555555555556,7.62939453125e-06,13.11111111111111,HYP
fall,85434,settle,20612,VERB,HYP-HPO,37.34869945049286,9.878673434826624e-10,0.0481927710843373,2.1382117680737565e-50,24.16265060240964,HPO
travel,31845,settle,20612,VERB,HYP-HPO,27.22800552845001,1.8082042518852148e-07,0.3424657534246575,2.117582368135752e-22,17.34246575342466,HPO
settle,20612,sink,9599,VERB,SYN,30.126372814178467,4.047888368940989e-08,-0.2941176470588235,1.1641532182693479e-10,18.0,SYN
component,22901,additive,726,NOUN,HYP-HPO,8.630887866020203,0.003305104487083,0.0,0.0625,8.2,HPO
constituent,3326,additive,726,NOUN,HYP-HPO,2.2598912715911865,0.1327633820264478,0.0,1.0,2.0,HPO
addition,8123,additive,726,NOUN,HYP-HPO,7.868691563606262,0.0050298035169923,0.0,0.25,11.0,HPO
act,37139,court,1325,VERB,HYP-HPO,1.5141041278839111,0.2185138993979986,-0.0,1.0,6.0,HPO
move,132869,court,1325,VERB,HYP-HPO,0.1109294891357421,0.7390883970637595,0.2727272727272727,0.0009765625,17.636363636363637,HPO
travel,31845,slink,470,VERB,HYP-HPO,0.0269908905029296,0.8695036048729516,-0.0,1.0,15.0,HPO
move,132869,slink,470,VERB,HYP-HPO,2.6814616918563843,0.1015225046824572,0.0,0.015625,23.714285714285715,HPO
walk,85489,slink,470,VERB,HYP-HPO,2.458224296569824,0.1169108818377637,0.0,0.0625,7.8,HPO
bishop,9228,archbishop,1809,NOUN,HYP-HPO,2118.197660923004,0.0,-0.0822510822510822,5.795634610449096e-70,19.51515151515152,HPO
priest,14565,archbishop,1809,NOUN,HYP-HPO,566.463774561882,0.0,-0.1777777777777777,1.6155871338926322e-27,23.544444444444444,HPO
message,44786,condemnation,1667,NOUN,HYP-HPO,16.591912031173706,4.634825580451807e-05,0.3333333333333333,6.103515625e-05,16.266666666666666,HPO
content,20141,condemnation,1667,NOUN,HYP-HPO,0.547242283821106,0.4594466898606063,-0.0,0.25,21.666666666666668,HPO
change,104171,wave,26576,NOUN,HYP-HPO,235.73638343811035,0.0,-0.1436031331592689,1.0151767349262597e-115,18.796344647519582,HPO
interest,88875,affairs,28,NOUN,HYP-HPO,2.2335469722747803,0.1350435207442907,0.0,1.0,3.0,HPO
writing,21456,fiction,14275,NOUN,HYP-HPO,871.3115446567535,0.0,0.0763052208835341,2.2108591501041783e-75,27.04819277108433,HPO
world,305856,universe,23629,NOUN,SYN,1216.8021610975266,0.0,0.1227521501172791,0.0,24.606724003127443,SYN
activity,73747,drinking,3819,NOUN,HYP-HPO,22.16467559337616,2.5023578323901674e-06,-0.1578947368421052,7.275957614183426e-12,23.36842105263158,HPO
consumption,11732,drinking,3819,NOUN,HYP-HPO,247.241579413414,0.0,0.0175438596491228,1.3877787807814457e-17,28.63157894736842,HPO
intake,4219,drinking,3819,NOUN,HYP-HPO,34.7136424779892,3.819455862696941e-09,-0.4545454545454545,0.0009765625,8.909090909090908,HPO
communicate,11025,project,4652,VERB,HYP-HPO,4.157143831253052,0.0414592593254766,0.0,0.015625,17.428571428571427,HPO
interact,6807,project,4652,VERB,HYP-HPO,6.11418342590332,0.0134101351014493,-0.0,0.03125,16.0,HPO
consolidate,1994,unify,1359,VERB,HYP-HPO,25.206482768058777,5.15087659413993e-07,-0.0,0.0625,8.4,HYP
unite,4130,consolidate,1994,VERB,HYP-HPO,0.4621473550796509,0.4966221102771985,-0.0,1.0,11.0,HPO
merge,3160,consolidate,1994,VERB,HYP-HPO,22.6451119184494,1.9485530986518285e-06,-0.0,0.03125,7.166666666666667,HPO
accept,45752,celebrate,14941,VERB,HYP-HPO,5.4959704875946045,0.0190603457860369,0.2222222222222222,1.1102230246251563e-16,22.24074074074074,HPO
celebrate,14941,respect,6587,VERB,HYP-HPO,2.8729069232940674,0.0900820285140975,0.0,0.001953125,23.3,HYP
celebrate,14941,honor,8969,VERB,HYP-HPO,602.9486603736877,0.0,0.1756756756756756,5.605193857299268e-45,13.804054054054054,HYP
celebrate,14941,lionize,104,VERB,SYN,3.051202774047852,0.0806773744919742,0.0,1.0,6.0,SYN
criticize,9492,reprimand,417,VERB,HYP-HPO,21.58675980567932,3.3817832788551883e-06,0.0,0.0625,7.0,HPO
smile,25431,grimace,853,VERB,HYP-HPO,38.044694900512695,6.914245842537523e-10,0.0769230769230769,0.000244140625,23.846153846153847,HYP
smile,25431,communicate,11025,VERB,HYP-HPO,8.02340042591095,0.0046176790232621,0.0,0.03125,21.5,HYP
activity,73747,misbehavior,465,NOUN,HYP-HPO,5.484115242958069,0.0191900296638051,-0.0,0.03125,20.33333333333333,HPO
activity,73747,misdeed,437,NOUN,HYP-HPO,0.6433513164520264,0.4224998360384588,0.0,0.25,18.33333333333333,HPO
misbehavior,465,misdeed,437,NOUN,SYN,27.46320784091949,1.6011165226981205e-07,-0.0,0.25,16.0,SYN
debt,30829,loan,23392,NOUN,HYP-HPO,8703.620355248451,0.0,-0.0132492113564668,0.0,15.74384858044164,HPO
